,Kitap Adı,Yazar,Puan,Türler,Datamix,Satici,Fiyat,MaxOkurCinsiyet,MaxOkurYüzde,Çevirmen
1237,['Üzüntüyü Bırak Yaşamaya Bak'],['Dale Carnegie'],"['8.4/10', '1.325', '402']","['İnsan ve Toplum', ',', 'Kişisel Gelişim', ',', 'Psikoloji']","['Tahmini Okuma Süresi: 8 sa. 1 dk.', 'Sayfa Sayısı: 283', 'Basım Tarihi: 1 Nisan 2016', 'İlk Yayın Tarihi: 1974', 'Yayınevi: Epsilon Yayınları', 'Orijinal Adı: How To Stop Worrying And Start Living']","['Bkmkitap', 'Kitapyurdu']","['₺165,00', '₺167,44']",['Kadın'],['% 58.7'],"['Yazar: \nDale Carnegie', 'Çevirmen: \nMeltem Erkmen', 'Tasarımcı: \nSerhat Filiz']"
1238,['Sevdalı Bulut Masalı'],['Nazım Hikmet Ran'],"['8.7/10', '1.326', '231']","['Çocuk', ',', 'Edebiyat', ',', 'Fantastik', ',', 'Hikaye (Öykü)', ',', 'Masal']","['Tahmini Okuma Süresi: 1 sa. 28 dk.', 'Sayfa Sayısı: 52', 'Basım Tarihi: Mart 2014', 'İlk Yayın Tarihi: 1968', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: Sevdalı Bulut Masalı']","['Bkmkitap', 'Kitapyurdu']","['₺91,00', '₺84,20']",['Kadın'],['% 73.3'],['Yazar: \nNazım Hikmet Ran']
1239,"['Ailenin, Özel Mülkiyetin ve Devletin Kökeni']",['Friedrich Engels'],"['8.5/10', '1.324', '307']",['Siyaset-Politika'],"['Tahmini Okuma Süresi: 6 sa. 34 dk.', 'Sayfa Sayısı: 232', 'Basım Tarihi: 1992', 'İlk Yayın Tarihi: 1884', 'Yayınevi: Sol Yayinlari', 'Orijinal Adı: Der Ursprung Der Familie, Des Privateigentums Und Des Staats']","['Bkmkitap', 'Kitapyurdu']","['₺79,04', '₺7,64']",['Erkek'],['% 65.3'],"['Yazar: \nFriedrich Engels', 'Çevirmen: \nKenan Somer']"
1240,['Böğürtlen'],['Mehmet Rauf'],"['7.7/10', '1.325', '224']","['Roman', ',', 'Edebiyat', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 3 sa. 24 dk.', 'Sayfa Sayısı: 120', 'Basım Tarihi: Ekim 2012', 'İlk Yayın Tarihi: 2004', 'Yayınevi: Bordo Siyah Yayınları']",['Kitapyurdu'],"['₺9,90']",['Kadın'],['% 80.3'],"['Yazar: \nMehmet Rauf', 'Çevirmen: \nZeki Çakılalan']"
1241,['Hüsn ü Aşk'],['Şeyh Galip'],"['8.8/10', '1.324', '383']","['Edebiyat', ',', 'Şiir', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 13 sa. 9 dk.', 'Sayfa Sayısı: 464', 'Basım Tarihi: 3 Ocak 2019', 'Yayınevi: İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺72,00', '₺79,20']",['Kadın'],['% 60.2'],"['Yazar: \nŞeyh Galip', 'Çevirmen: \nAbdülbaki Gölpınarlı']"
1242,['Omuzlarımda Dünya'],['Nurullah Genç'],"['9.4/10', '1.324', '426']","['Anı-Mektup-Günlük', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 9 sa. 45 dk.', 'Sayfa Sayısı: 344', 'Basım Tarihi: 2021', 'Yayınevi: Timaş Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺175,00', '₺148,30']",['Kadın'],['% 73.5'],['Yazar: \nNurullah Genç']
1243,['Yarın Yok'],['Ayşe Kulin'],"['6.5/10', '1.325', '200']","['Roman', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: 22 Mayıs 2023', 'Yayınevi: Everest Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺95,40', '₺100,17']",['Kadın'],['% 85.6'],['Yazar: \nAyşe Kulin']
1244,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1245,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1246,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1247,['5. Dalga'],['Rick Yancey'],"['7.9/10', '1.324', '292']","['Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 9 dk.', 'Sayfa Sayısı: 464', 'Basım Tarihi: Temmuz 2014', 'İlk Yayın Tarihi: 2013', 'Yayınevi: Pegasus Yayınları', 'Orijinal Adı: The 5th Wave']","['Bkmkitap', 'Kitapyurdu']","['₺164,45', '₺194,35']",['Kadın'],['% 85.8'],"['Yazar: \nRick Yancey', 'Çevirmen: \nUğur Emre Yürük']"
1248,['Ekinler Yeşerdikçe'],['Ahmed Günbay Yıldız'],"['8.3/10', '1.323', '167']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 8 sa. 1 dk.', 'Sayfa Sayısı: 283', 'Basım Tarihi: Ekim 2020', 'İlk Yayın Tarihi: 2009', 'Yayınevi: Timaş Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺168,00', '₺170,60']",['Kadın'],['% 72.1'],['Yazar: \nAhmed Günbay Yıldız']
1249,['Prelüdler & Noktürnler - Sandman 1. cilt'],['Neil Gaiman'],"['8.9/10', '1.321', '419']","['Fantastik', ',', 'Edebiyat', ',', 'Çizgi-Roman']","['Tahmini Okuma Süresi: 6 sa. 55 dk.', 'Sayfa Sayısı: 244', 'Basım Tarihi: Ekim 2016', 'İlk Yayın Tarihi: 19 Ekim 2010', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: Preludes & Nocturnes (The Sandman #1)']","['Bkmkitap', 'Kitapyurdu']","['₺261,00', '₺283,08']",['Kadın'],['% 58.9'],"['Yazar: \nNeil Gaiman', 'Çevirmen: \nElif Ersavcı', 'Çizer: \nSam Kieth', 'Çizer: \nMalcolm Jones']"
1250,['Küçük Kemancı'],['Eleanor H. Porter'],"['8.6/10', '1.321', '241']","['Çocuk', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 3 sa. 9 dk.', 'Sayfa Sayısı: 111', 'Basım Tarihi: Ekim 2003', 'İlk Yayın Tarihi: 1916', 'Yayınevi: Timaş Çocuk Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺17,50', '₺42,00']",['Kadın'],['% 74.9'],['Yazar: \nEleanor H. Porter']
1251,['Kelebeğin Rüyası'],['Kolektif'],"['8.4/10', '1.321', '283']","['Edebiyat', ',', 'Anı-Mektup-Günlük']","['Tahmini Okuma Süresi: 14 sa. 15 dk.', 'Sayfa Sayısı: 503', 'Basım Tarihi: Şubat 2020', 'İlk Yayın Tarihi: 2009', 'Yayınevi: Eğitim-Bir-Sen Yayınları']",[],[],['Kadın'],['% 76.1'],['Yazar: \nKolektif']
1252,['Ah Mercimeğim'],['Mustafa Çiftci'],"['8.6/10', '1.321', '364']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 3 sa. 2 dk.', 'Sayfa Sayısı: 107', 'Basım Tarihi: Şubat 2017', 'Yayınevi: İletişim Yayıncılık']","['Bkmkitap', 'Kitapyurdu']","['₺89,60', '₺81,98']",['Kadın'],['% 72.7'],['Yazar: \nMustafa Çiftci']
1253,['Buz ve Yıldızışığı Sarayı'],['Sarah J. Maas'],"['7.6/10', '1.322', '318']","['Aşk', ',', 'Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 8 sa. 10 dk.', 'Sayfa Sayısı: 288', 'Basım Tarihi: Eylül 2020', 'İlk Yayın Tarihi: Mayıs 2018', 'Yayınevi: Dex Yayınları', 'Orijinal Adı: A Court of Frost and Starlight']","['Bkmkitap', 'Kitapyurdu']","['₺156,00', '₺140,00']",['Kadın'],['% 97.8'],"['Yazar: \nSarah J. Maas', 'Çevirmen: \nMeriç Keleş', 'Editör: \nSenem Kale']"
1254,['Yeni Şiirler (1951 - 1959)'],['Nazım Hikmet Ran'],"['8.6/10', '1.320', '242']","['Edebiyat', ',', 'Şiir']","['Tahmini Okuma Süresi: 5 sa. 32 dk.', 'Sayfa Sayısı: 195', 'Basım Tarihi: Eylül 2020', 'İlk Yayın Tarihi: 1966', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺292,50', '₺284,63']",['Erkek'],['% 54.2'],['Yazar: \nNazım Hikmet Ran']
1255,['Sakın Hata Yapma'],['Jane Casey'],"['8/10', '1.320', '288']","['Roman', ',', 'Polisiye', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 13 sa. 36 dk.', 'Sayfa Sayısı: 480', 'Basım Tarihi: Nisan 2016', 'İlk Yayın Tarihi: Haziran 2014', 'Yayınevi: Olimpos Yayıncılık', 'Orijinal Adı: The Kill (Maeve Kerrigan #5)']","['Bkmkitap', 'Kitapyurdu']","['₺122,50', '₺160,20']",['Kadın'],['% 79.5'],"['Yazar: \nJane Casey', 'Çevirmen: \nAlp Ege']"
1256,['Vatan Yahut İnternet'],['Mustafa Kutlu'],"['7.7/10', '1.319', '287']","['Deneme-İnceleme', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 29 dk.', 'Sayfa Sayısı: 264', 'Basım Tarihi: Haziran 2014', 'Yayınevi: Dergah Yayınları']",[],[],['Kadın'],['% 68.0'],['Yazar: \nMustafa Kutlu']
1257,['Zümrüt Şelaleleri'],['Kimberley Freeman'],"['8.5/10', '1.318', '340']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 22 dk.', 'Sayfa Sayısı: 472', 'Basım Tarihi: Haziran 2016', 'Yayınevi: Arkadya Yayınları', 'Orijinal Adı: Evergreen Falls']",['Bkmkitap'],"['₺94,50']",['Kadın'],['% 95.8'],"['Yazar: \nKimberley Freeman', 'Çevirmen: \nDuygu Parsadan']"
1258,['Şiirler'],['Ahmet Muhip Dıranas'],"['7.9/10', '1.317', '273']","['Edebiyat', ',', 'Şiir']","['Tahmini Okuma Süresi: 4 sa. 34 dk.', 'Sayfa Sayısı: 161', 'Basım Tarihi: Kasım 2006', 'İlk Yayın Tarihi: 1974', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺68,25', '₺66,15']",['Kadın'],['% 55.4'],['Yazar: \nAhmet Muhip Dıranas']
1259,['Köstebek'],['Necip Hablemitoğlu'],"['9.1/10', '1.315', '387']","['Araştırma-İnceleme', ',', 'Siyaset-Politika', ',', 'Tarih']","['Tahmini Okuma Süresi: 8 sa. 50 dk.', 'Sayfa Sayısı: 312', 'Basım Tarihi: 25 Temmuz 2018', 'İlk Yayın Tarihi: Şubat 2003', 'Yayınevi: Pozitif Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺112,50', '₺86,63']",['Erkek'],['% 80.4'],['Yazar: \nNecip Hablemitoğlu']
1260,['Kapı'],['Magda Szabo'],"['8.4/10', '1.316', '369']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 6 sa. 46 dk.', 'Sayfa Sayısı: 239', 'Basım Tarihi: Nisan 2021', 'İlk Yayın Tarihi: 1987', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: Az Ajtó']","['Bkmkitap', 'Kitapyurdu']","['₺117,00', '₺108,90']",['Kadın'],['% 85.3'],"['Yazar: \nMagda Szabo', 'Çevirmen: \nHilmi Ortaç']"
1261,['Hangi Atatürk'],['Attila İlhan'],"['9/10', '1.314', '450']","['Tarih', ',', 'Edebiyat', ',', 'Deneme-İnceleme']","['Tahmini Okuma Süresi: 12 sa. 4 dk.', 'Sayfa Sayısı: 426', 'Basım Tarihi: Mart 2003', 'İlk Yayın Tarihi: 1981', 'Yayınevi: İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺117,00', '₺123,75']",['Erkek'],['% 73.4'],['Yazar: \nAttila İlhan']
1262,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1263,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1264,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1265,['Hala Ciddiyim'],['Gülse Birsel'],"['7.5/10', '1.314', '190']",['Eğlence-Mizah'],"['Tahmini Okuma Süresi: 6 sa. 17 dk.', 'Sayfa Sayısı: 222', 'Basım Tarihi: 25 Mayıs 2004', 'İlk Yayın Tarihi: Mayıs 2004', 'Yayınevi: Epsilon Yayınları']",[],[],['Kadın'],['% 74.4'],['Yazar: \nGülse Birsel']
1266,['Oyun Ustası'],['James Dashner'],"['8/10', '1.315', '312']","['Bilim-Kurgu', ',', 'Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 8 sa. 37 dk.', 'Sayfa Sayısı: 304', 'Basım Tarihi: Mart 2016', 'Yayınevi: Pegasus Yayınları', 'Orijinal Adı: The Eye of Minds']","['Bkmkitap', 'Kitapyurdu']","['₺147,95', '₺148,15']",['Kadın'],['% 73.2'],"['Yazar: \nJames Dashner', 'Çevirmen: \nSelim Yeniçeri']"
1267,['Kötülük Tohumları'],['J. A. Redmerski'],"['8.3/10', '1.313', '333']","['Aşk', ',', 'Edebiyat', ',', 'Macera-Aksiyon', ',', 'Roman']","['Tahmini Okuma Süresi: 10 sa. 26 dk.', 'Sayfa Sayısı: 368', 'Basım Tarihi: Haziran 2017', 'İlk Yayın Tarihi: 25 Eylül 2014', 'Yayınevi: Ephesus Yayınları', 'Orijinal Adı: Seeds Of Iniquity']","['Bkmkitap', 'Kitapyurdu']","['₺167,40', '₺53,63']",['Kadın'],['% 94.1'],"['Yazar: \nJ. A. Redmerski', 'Çevirmen: \nMurat Karlıdağ', 'Editör: \nŞafak Tahmaz']"
1268,['Ortadoğu'],['Bernard Lewis'],"['8.6/10', '1.313', '348']","['Araştırma-İnceleme', ',', 'Siyaset-Politika', ',', 'Tarih']","['Tahmini Okuma Süresi: 15 sa. 50 dk.', 'Sayfa Sayısı: 559', 'Basım Tarihi: Temmuz 2020', 'Yayınevi: Arkadaş Yayınları', 'Orijinal Adı: The Middle East: A Brief History of the Last 2,000 Years']","['Bkmkitap', 'Kitapyurdu']","['₺285,00', '₺253,46']",['Erkek'],['% 77.0'],"['Yazar: \nBernard Lewis', 'Çevirmen: \nSelen Y. Kölay', 'Tasarımcı: \nMehmet Yaman']"
1269,['Safiye Sultan 3'],['Ann Chamberlin'],"['8/10', '1.312', '175']","['Roman', ',', 'Tarih', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 12 sa. 28 dk.', 'Sayfa Sayısı: 440', 'Basım Tarihi: 2008', 'Yayınevi: İnkilâp Kitabevi']",['Bkmkitap'],"['₺103,60']",['Kadın'],['% 87.7'],"['Yazar: \nAnn Chamberlin', 'Çevirmen: \nSolmaz Kamuran', 'Tasarımcı: \nÖmer Küçük']"
1270,['Paranın Cinleri'],['Murathan Mungan'],"['8.4/10', '1.313', '279']","['Biyografi', ',', 'Hikaye (Öykü)', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 42 dk.', 'Sayfa Sayısı: 95', 'Basım Tarihi: Şubat 2022', 'İlk Yayın Tarihi: 2008', 'Yayınevi: Metis Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺83,20', '₺77,20']",['Kadın'],['% 74.3'],['Yazar: \nMurathan Mungan']
1271,['Nyarlathotep'],['H. P. Lovecraft'],"['6.3/10', '1.313', '160']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Hikaye (Öykü)', ',', 'Korku-Gerilim']","['Tahmini Okuma Süresi: 1 sa. 35 dk.', 'Sayfa Sayısı: 56', 'Basım Tarihi: Şubat 2020', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Nyarlathotep']","['Bkmkitap', 'Kitapyurdu']","['₺48,75', '₺35,93']",['Kadın'],['% 65.9'],"['Yazar: \nH. P. Lovecraft', 'Çevirmen: \nBetül Kadıoğlu', 'Editör: \nAyça Sezen', 'Tasarımcı: \nOğulcan Acar']"
1272,['Beni Seç'],['Kiera Cass'],"['7.4/10', '1.311', '239']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 8 sa. 28 dk.', 'Sayfa Sayısı: 299', 'Basım Tarihi: Şubat 2013', 'İlk Yayın Tarihi: 24 Nisan 2012', 'Yayınevi: Dex Yayınevi', 'Orijinal Adı: The Selection']","['Bkmkitap', 'Kitapyurdu']","['₺85,02', '₺78,97']",['Kadın'],['% 98.3'],"['Yazar: \nKiera Cass', 'Çevirmen: \nDerya İmer Aydınlık']"
1273,['Sevginin ve Şiddetin Kaynağı'],['Erich Fromm'],"['8.5/10', '1.313', '337']","['İnsan ve Toplum', ',', 'Psikoloji']","['Tahmini Okuma Süresi: 4 sa. 3 dk.', 'Sayfa Sayısı: 143', 'Basım Tarihi: Ocak 1994', 'Yayınevi: Payel Yayınları', 'Orijinal Adı: The Heart Of Man Its Genius For Good And Evil']","['Bkmkitap', 'Kitapyurdu']","['₺122,50', '₺131,45']",['Kadın'],['% 61.8'],"['Yazar: \nErich Fromm', 'Çevirmen: \nNalan İçten', 'Çevirmen: \nYurdanur Salman']"
1274,['11. Kat'],['Jane Casey'],"['8.2/10', '1.312', '304']","['Roman', ',', 'Polisiye', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 13 sa. 9 dk.', 'Sayfa Sayısı: 464', 'Basım Tarihi: Mart 2017', 'İlk Yayın Tarihi: Haziran 2015', 'Yayınevi: Olimpos Yayınları', 'Orijinal Adı: After the Fire (Maeve Kerrigan #6)']","['Bkmkitap', 'Kitapyurdu']","['₺164,45', '₺183,06']",['Kadın'],['% 79.3'],"['Yazar: \nJane Casey', 'Çevirmen: \nAlp Ege']"
1275,['Bir Sürgünün Anıları'],['Aziz Nesin'],"['9.1/10', '1.311', '407']","['Anı-Mektup-Günlük', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 6 sa. 19 dk.', 'Sayfa Sayısı: 223', 'Basım Tarihi: Aralık 2017', 'İlk Yayın Tarihi: 1957', 'Yayınevi: Nesin Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺94,90', '₺78,00']",['Kadın'],['% 57.5'],['Yazar: \nAziz Nesin']
1276,['Sosyalizm ve İnsan Ruhu'],['Oscar Wilde'],"['8/10', '1.308', '284']","['Siyaset-Politika', ',', 'Felsefe-Düşünce']","['Tahmini Okuma Süresi: 1 sa. 54 dk.', 'Sayfa Sayısı: 67', 'Basım Tarihi: Mayıs 2014', 'İlk Yayın Tarihi: 1891', 'Yayınevi: Aylak Adam', 'Orijinal Adı: The Soul of Man Under Socialism']","['Bkmkitap', 'Kitapyurdu']","['₺25,20', '₺15,00']",['Kadın'],['% 58.3'],"['Yazar: \nOscar Wilde', 'Çevirmen: \nFuat Sevimay']"
1277,['Aile İçinde'],['Hayati İnanç'],"['9.2/10', '1.307', '346']","['Söyleşi-Röportaj', ',', 'Aile (Kadın, Erkek ve Çocuk)']","['Tahmini Okuma Süresi: 4 sa. 5 dk.', 'Sayfa Sayısı: 144', 'Basım Tarihi: 12 Kasım 2021', 'Yayınevi: Profil Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺115,50', '₺110,75']",['Kadın'],['% 79.8'],"['Yazar: \nHayati İnanç', 'Yazar: \nBekir Develi']"
1278,"[""Kur'an'ı Kerim""]",['Kolektif'],"['9.8/10', '1.308', '523']",['Din (İslam)'],"['Tahmini Okuma Süresi: 17 sa. 41 dk.', 'Sayfa Sayısı: 624', 'Basım Tarihi: Aralık 2013', 'Yayınevi: Seda Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺182,40', '₺249,60']",['Kadın'],['% 61.8'],['Derleyen: \nKolektif']
1279,['Anne Baba Biz Suçluyuz'],['Ali Şeriati'],"['8.7/10', '1.306', '327']","['Din (İslam)', ',', 'Eğitim', ',', 'Kişisel Gelişim']","['Tahmini Okuma Süresi: 4 sa. 41 dk.', 'Sayfa Sayısı: 165', 'Basım Tarihi: Kasım 2013', 'İlk Yayın Tarihi: 1991', 'Yayınevi: Fecr Yayınevi', 'Orijinal Adı: پدر، مادر، ما متهمیم']","['Bkmkitap', 'Kitapyurdu']","['₺57,75', '₺56,35']",['Erkek'],['% 51.8'],"['Yazar: \nAli Şeriati', 'Çevirmen: \nKerim Güney']"
1280,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1281,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1282,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1283,['Gregor ve Felaket Kehaneti'],['Suzanne Collins'],"['8.2/10', '1.305', '221']","['Roman', ',', 'Fantastik', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 42 dk.', 'Sayfa Sayısı: 272', 'Basım Tarihi: Mart 2011', 'İlk Yayın Tarihi: 2004', 'Yayınevi: Pegasus Yayınları', 'Orijinal Adı: Gregor and the Prophecy of Bane (Underland Chronicles #2)']","['Bkmkitap', 'Kitapyurdu']","['₺149,40', '₺137,05']",['Kadın'],['% 73.1'],"['Yazar: \nSuzanne Collins', 'Çevirmen: \nGürkan Genç']"
1284,['Kırmızı Pelerinli Kent'],['Aslı Erdoğan'],"['7.5/10', '1.306', '281']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 4 sa. 5 dk.', 'Sayfa Sayısı: 144', 'Basım Tarihi: Eylül 2012', 'İlk Yayın Tarihi: Haziran 1998', 'Yayınevi: Everest Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺71,50', '₺69,30']",['Kadın'],['% 70.2'],['Yazar: \nAslı Erdoğan']
1285,['Sisin Sakladıkları'],['Miyase Sertbarut'],"['8.9/10', '1.305', '288']","['Çocuk', ',', 'Edebiyat', ',', 'Hikaye (Öykü)', ',', 'Macera-Aksiyon']","['Tahmini Okuma Süresi: 6 sa. 7 dk.', 'Sayfa Sayısı: 216', 'Basım Tarihi: 2008', 'Yayınevi: Tudem Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺39,75', '₺46,48']",['Kadın'],['% 81.1'],['Yazar: \nMiyase Sertbarut']
1286,['Karanlığın Ayak İzleri'],['Tess Gerritsen'],"['8/10', '1.304', '255']","['Roman', ',', 'Edebiyat', ',', 'Korku-Gerilim']","['Tahmini Okuma Süresi: 9 sa. 4 dk.', 'Sayfa Sayısı: 320', 'Basım Tarihi: 2014', 'Yayınevi: Martı Yayınları', 'Orijinal Adı: In Their Footsteps']","['Bkmkitap', 'Kitapyurdu']","['₺148,20', '₺149,63']",['Kadın'],['% 81.5'],"['Yazar: \nTess Gerritsen', 'Çevirmen: \nCumhur Mısırlıoğlu']"
1287,['Gılgameş'],['Harald Braem'],"['8.7/10', '1.303', '312']","['Edebiyat', ',', 'Efsaneler-Destanlar', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 50 dk.', 'Sayfa Sayısı: 488', 'Basım Tarihi: 2000', 'Yayınevi: Yurt Kitap Yayın']","['Bkmkitap', 'Kitapyurdu']","['₺35,75', '₺34,38']",['Erkek'],['% 58.4'],"['Yazar: \nHarald Braem', 'Çevirmen: \nAtilla Dirim']"
1288,['Kuşların ve Yılanların Şarkısı'],['Suzanne Collins'],"['8.3/10', '1.303', '302']","['Roman', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 18 sa. 18 dk.', 'Sayfa Sayısı: 646', 'Basım Tarihi: 19 Mayıs 2020', 'Yayınevi: Dex Kitap', 'Orijinal Adı: The Ballad of Songbirds and Snakes (The Hunger Games #4)']","['Bkmkitap', 'Kitapyurdu']","['₺280,80', '₺238,14']",['Kadın'],['% 81.0'],"['Yazar: \nSuzanne Collins', 'Çevirmen: \nTaylan Taftaf']"
1289,['Uykuların Doğusu'],['Hasan Ali Toptaş'],"['8.3/10', '1.302', '297']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 56 dk.', 'Sayfa Sayısı: 280', 'Basım Tarihi: Ağustos 2020', 'İlk Yayın Tarihi: Temmuz 2005', 'Yayınevi: Everest Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺48,75', '₺133,20']",['Kadın'],['% 60.7'],['Yazar: \nHasan Ali Toptaş']
1290,['Türk Töresi'],['Ziya Gökalp'],"['8.8/10', '1.301', '310']","['Tarih', ',', 'İnsan ve Toplum', ',', 'Antropoloji-Etnoloji', ',', 'Kültür']","['Tahmini Okuma Süresi: 4 sa. 56 dk.', 'Sayfa Sayısı: 174', 'Basım Tarihi: Haziran 2020', 'İlk Yayın Tarihi: 1923', 'Yayınevi: Ötüken Neşriyat']","['Bkmkitap', 'Kitapyurdu']","['₺77,00', '₺9,90']",['Erkek'],['% 68.5'],['Yazar: \nZiya Gökalp']
1291,['Sevgi Uğruna Yaptıklarımız'],['Kristin Hannah'],"['8.4/10', '1.301', '264']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 13 sa. 9 dk.', 'Sayfa Sayısı: 464', 'Basım Tarihi: 14 Kasım 2012', 'İlk Yayın Tarihi: 1 Ocak 2004', 'Yayınevi: Pegasus Yayınları', 'Orijinal Adı: The Things We Do For Love']","['Bkmkitap', 'Kitapyurdu']","['₺175,45', '₺175,65']",['Kadın'],['% 94.9'],"['Yazar: \nKristin Hannah', 'Çevirmen: \nSolina Silahlı']"
1292,['Yüce Tanrı Pan'],['Arthur Machen'],"['7.3/10', '1.300', '289']","['Fantastik', ',', 'Edebiyat', ',', 'Korku-Gerilim', ',', 'Novella']","['Tahmini Okuma Süresi: 2 sa. 16 dk.', 'Sayfa Sayısı: 80', 'Basım Tarihi: Temmuz 2018', 'İlk Yayın Tarihi: 1894', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: The Great God Pan']","['Bkmkitap', 'Kitapyurdu']","['₺54,00', '₺67,50']",['Kadın'],['% 61.2'],"['Yazar: \nArthur Machen', 'Çevirmen: \nBarış Tanyeri']"
1293,['Sissoylu - Son İmparatorluk'],['Brandon Sanderson'],"['9.2/10', '1.300', '534']","['Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 18 sa. 56 dk.', 'Sayfa Sayısı: 668', 'Basım Tarihi: Kasım 2014', 'İlk Yayın Tarihi: 31 Temmuz 2007', 'Yayınevi: Akılçelen Kitaplar', 'Orijinal Adı: The Final Empire, Mistborn #1']","['Bkmkitap', 'Kitapyurdu']","['₺41,25', '₺41,47']",['Kadın'],['% 61.4'],"['Yazar: \nBrandon Sanderson', 'Çevirmen: \nCan Sevinç']"
1294,['Muhakemat'],['Bediüzzaman Said Nursî'],"['9.6/10', '1.299', '341']",['Din (İslam)'],"['Tahmini Okuma Süresi: 5 sa. 40 dk.', 'Sayfa Sayısı: 200', 'Basım Tarihi: 2004', 'Yayınevi: Sözler Neşriyat A.ş.']",['Bkmkitap'],"['₺182,91']",['Kadın'],['% 54.1'],['Yazar: \nBediüzzaman Said Nursî']
