,Kitap Adı,Yazar,Puan,Türler,Datamix,Satici,Fiyat,MaxOkurCinsiyet,MaxOkurYüzde,Çevirmen
0,['Kürk Mantolu Madonna'],['Sabahattin Ali'],"['8.7/10', '320bin', '86,4bin']","['Roman', ',', 'Aşk', ',', 'Edebiyat', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: Aralık 2021', 'İlk Yayın Tarihi: 1934', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺22,75', '₺18,75']",['Kadın'],['% 71.8'],['Yazar: \nSabahattin Ali']
1,['Hayvan Çiftliği'],['George Orwell'],"['8.5/10', '251bin', '54,9bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Siyaset-Politika', ',', 'Edebiyat', ',', 'Eleştiri-Kuram', ',', 'Sosyoloji']","['Tahmini Okuma Süresi: 4 sa. 18 dk.', 'Sayfa Sayısı: 152', 'Basım Tarihi: Nisan 2020', 'İlk Yayın Tarihi: 1945', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Animal Farm']","['Bkmkitap', 'Kitapyurdu']","['₺48,75', '₺38,61']",['Kadın'],['% 67.7'],"['Yazar: \nGeorge Orwell', 'Çevirmen: \nCelal Üster']"
2,['Satranç'],['Stefan Zweig'],"['8.2/10', '241bin', '51,1bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Novella']","['Tahmini Okuma Süresi: 2 sa. 21 dk.', 'Sayfa Sayısı: 83', 'Basım Tarihi: 13 Şubat 2020', 'İlk Yayın Tarihi: 1941', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Schachnovelle']","['Bkmkitap', 'Kitapyurdu']","['₺12,00', '₺15,44']",['Kadın'],['% 69.6'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nAhmet Cemal', 'Editör: \nRuken Kızıler']"
3,['Küçük Prens'],['Antoine de Saint-Exupéry'],"['8.9/10', '239bin', '55,3bin']","['Çocuk', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Fantastik', ',', 'Roman']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Ocak 2015', 'İlk Yayın Tarihi: 1943', 'Yayınevi: Can Çocuk  Yayınları', 'Orijinal Adı: Le Petit Prince']","['Bkmkitap', 'Kitapyurdu']","['₺39,00', '₺47,13']",['Kadın'],['% 76.7'],"['Yazar: \nAntoine de Saint-Exupéry', 'Çevirmen: \nCemal Süreya', 'Çevirmen: \nTomris Uyar']"
4,['Şeker Portakalı'],['José Mauro de Vasconcelos'],"['9/10', '234bin', '57,2bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Çocuk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 13 dk.', 'Sayfa Sayısı: 184', 'Basım Tarihi: Eylül 2022', 'İlk Yayın Tarihi: 1968', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Portekizce: O Meu Pé De Laranja Lima']","['Bkmkitap', 'Kitapyurdu']","['₺78,00', '₺87,03']",['Kadın'],['% 77.1'],"['Yazar: \nJosé Mauro de Vasconcelos', 'Çevirmen: \nAydın Emeç']"
5,['Bilinmeyen Bir Kadının Mektubu'],['Stefan Zweig'],"['7.9/10', '229bin', '45bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Aşk', ',', 'Edebiyat', ',', 'Kadın']","['Tahmini Okuma Süresi: 1 sa. 56 dk.', 'Sayfa Sayısı: 68', 'Basım Tarihi: Ocak 2022', 'İlk Yayın Tarihi: 1922', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Almanca: Brief einer Unbekannten']","['Bkmkitap', 'Kitapyurdu']","['₺9,03', '₺6,33']",['Kadın'],['% 81.2'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nAhmet Cemal', 'Editör: \nRuken Kızıler']"
6,['Dönüşüm'],['Franz Kafka'],"['7.7/10', '227bin', '41,4bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Fantastik', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 6 dk.', 'Sayfa Sayısı: 74', 'Basım Tarihi: Mart 2022', 'İlk Yayın Tarihi: 1915', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Die Verwandlung']","['Bkmkitap', 'Kitapyurdu']","['₺19,50', '₺20,15']",['Kadın'],['% 71.2'],"['Yazar: \nFranz Kafka', 'Çevirmen: \nGülperi Sert']"
7,['Simyacı'],['Paulo Coelho'],"['8.2/10', '210bin', '46,5bin']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 20 dk.', 'Sayfa Sayısı: 188', 'Basım Tarihi: Haziran 2023', 'İlk Yayın Tarihi: 1988', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Portekizce: O Alquimista']","['Bkmkitap', 'Kitapyurdu']","['₺90,00', '₺87,02']",['Kadın'],['% 71.2'],"['Yazar: \nPaulo Coelho', 'Çevirmen: \nÖzdemir İnce', 'Tasarımcı: \nAyşe Çelem']"
8,['İnsan Neyle Yaşar?'],['Lev Tolstoy'],"['8.4/10', '196bin', '37bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 43 dk.', 'Sayfa Sayısı: 96', 'Basım Tarihi: 19 Şubat 2019', 'İlk Yayın Tarihi: 1885', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Rusça: Чем люди живы [Chem lyudi zhivy]']","['Bkmkitap', 'Kitapyurdu']","['₺18,20', '₺21,70']",['Kadın'],['% 71.4'],"['Yazar: \nLev Tolstoy', 'Çevirmen: \nKoray Karasulu']"
9,['Kuyucaklı Yusuf'],['Sabahattin Ali'],"['8.4/10', '177bin', '35,5bin']","['Roman', ',', 'Edebiyat', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 6 sa. 17 dk.', 'Sayfa Sayısı: 222', 'Basım Tarihi: Ekim 2021', 'İlk Yayın Tarihi: 1937', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺26,00', '₺22,90']",['Kadın'],['% 68.4'],"['Yazar: \nSabahattin Ali', 'Editör: \nAyfer Tunç']"
10,['Fareler ve İnsanlar'],['John Steinbeck'],"['8.5/10', '175bin', '36,7bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Kasım 2023', 'İlk Yayın Tarihi: Şubat 1937', 'Yayınevi: Sel Yayıncılık', 'Orijinal Adı: Of Mice and Men']","['Bkmkitap', 'Kitapyurdu']","['₺48,75', '₺62,15']",['Kadın'],['% 73.2'],"['Yazar: \nJohn Steinbeck', 'Çevirmen: \nBelkıs Çorakçı Dişbudak', 'Tasarımcı: \nGülay Tunç']"
11,['İçimizdeki Şeytan'],['Sabahattin Ali'],"['8.2/10', '175bin', '37,8bin']","['Edebiyat', ',', 'Roman', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 7 sa. 15 dk.', 'Sayfa Sayısı: 256', 'Basım Tarihi: 5 Ocak 2019', 'İlk Yayın Tarihi: 1940', 'Yayınevi: Yapı Kredi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺7,80', '₺9,90']",['Kadın'],['% 74.7'],['Yazar: \nSabahattin Ali']
12,['1984'],['George Orwell'],"['8.6/10', '169bin', '40,9bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Siyaset-Politika', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 9 sa. 58 dk.', 'Sayfa Sayısı: 352', 'Basım Tarihi: Kasım 2023', 'İlk Yayın Tarihi: 5 Mart 1938', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Nineteen Eighty-Four']","['Bkmkitap', 'Kitapyurdu']","['₺74,75', '₺55,01']",['Kadın'],['% 61.3'],"['Yazar: \nGeorge Orwell', 'Çevirmen: \nCelal Üster']"
13,['Uçurtma Avcısı'],['Khaled Hosseini'],"['9.1/10', '167bin', '43,3bin']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 10 sa. 38 dk.', 'Sayfa Sayısı: 375', 'Basım Tarihi: 19 Mart 2024', 'İlk Yayın Tarihi: Mayıs 2003', 'Yayınevi: Everest Yayınları', 'Orijinal Adı: The Kite Runner']","['Bkmkitap', 'Kitapyurdu']","['₺178,75', '₺173,75']",['Kadın'],['% 74.3'],"['Yazar: \nKhaled Hosseini', 'Çevirmen: \nPüren Özgören', 'Tasarımcı: \nUtku Lomlu']"
14,['Suç ve Ceza'],['Fyodor Dostoyevski'],"['9.1/10', '163bin', '43,1bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 19 sa. 28 dk.', 'Sayfa Sayısı: 687', 'Basım Tarihi: Aralık 2022', 'İlk Yayın Tarihi: 1866', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Rusça: Преступление и наказание [Prestupleniye i Nakazaniye]']","['Bkmkitap', 'Kitapyurdu']","['₺104,00', '₺100,75']",['Kadın'],['% 62.8'],"['Yazar: \nFyodor Dostoyevski', 'Çevirmen: \nMazlum Beyhan']"
15,['Olağanüstü Bir Gece'],['Stefan Zweig'],"['7.4/10', '146bin', '23,9bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 1 sa. 57 dk.', 'Sayfa Sayısı: 69', 'Basım Tarihi: Mart 2023', 'İlk Yayın Tarihi: 1922', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Phantastische Nacht']","['Bkmkitap', 'Kitapyurdu']","['₺20,80', '₺20,15']",['Kadın'],['% 75.9'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nİlknur İgan']"
16,['Serenad'],['Zülfü Livaneli'],"['8.9/10', '139bin', '35,9bin']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 13 sa. 38 dk.', 'Sayfa Sayısı: 481', 'Basım Tarihi: Ocak 2020', 'İlk Yayın Tarihi: 1 Mart 2011', 'Yayınevi: Doğan Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺172,80', '₺29,87']",['Kadın'],['% 78.6'],['Yazar: \nZülfü Livaneli']
17,['Yeraltından Notlar'],['Fyodor Dostoyevski'],"['8.3/10', '131bin', '28bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 58 dk.', 'Sayfa Sayısı: 140', 'Basım Tarihi: Kasım 2020', 'İlk Yayın Tarihi: 1863', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Записки из подполья']","['Bkmkitap', 'Kitapyurdu']","['₺27,30', '₺27,90']",['Kadın'],['% 67.6'],"['Yazar: \nFyodor Dostoyevski', 'Çevirmen: \nNihal Yalaza Taluy', 'Editör: \nAlkan İnal', 'Editör: \nMüge Karalom']"
18,['Bir Kadının Yaşamından Yirmi Dört Saat'],['Stefan Zweig'],"['7.6/10', '129bin', '21,1bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 1 dk.', 'Sayfa Sayısı: 71', 'Basım Tarihi: 1 Şubat 2020', 'İlk Yayın Tarihi: 1925', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Vierundzwanzig Stunden aus Dem Leben Einer Frau']","['Bkmkitap', 'Kitapyurdu']","['₺13,00', '₺20,15']",['Kadın'],['% 79.6'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nMahmure Kahraman']"
19,"[""Genç Werther'in Acıları""]",['Johann Wolfgang Von Goethe'],"['7.8/10', '123bin', '23,6bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Aşk', ',', 'Edebiyat', ',', 'Anı-Mektup-Günlük']","['Tahmini Okuma Süresi: 3 sa. 34 dk.', 'Sayfa Sayısı: 126', 'Basım Tarihi: Eylül 2021', 'İlk Yayın Tarihi: 1774', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Die Leiden des Jungen Werther']","['Bkmkitap', 'Kitapyurdu']","['₺22,10', '₺26,35']",['Kadın'],['% 78.0'],"['Yazar: \nJohann Wolfgang Von Goethe', 'Çevirmen: \nMahmure Kahraman', 'Editör: \nAlkan İnal']"
20,['Bir İdam Mahkûmunun Son Günü'],['Victor Hugo'],"['8.1/10', '123bin', '23,8bin']","['Dünya Klasikleri', ',', 'Tarih', ',', 'Edebiyat', ',', 'Novella']","['Tahmini Okuma Süresi: 3 sa. 24 dk.', 'Sayfa Sayısı: 120', 'Basım Tarihi: Mart 2023', 'İlk Yayın Tarihi: 1829', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Le Dernier Jour D`un Condamne']","['Bkmkitap', 'Kitapyurdu']","['₺26,00', '₺23,25']",['Kadın'],['% 73.7'],"['Yazar: \nVictor Hugo', 'Çevirmen: \nVolkan Yalçıntoklu']"
21,['Yabancı'],['Albert Camus'],"['8.2/10', '114bin', '23,3bin']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Temmuz 2019', 'İlk Yayın Tarihi: Mayıs 1942', 'Yayınevi: Can Yayınları', ""Orijinal Adı: L' Etranger""]","['Bkmkitap', 'Kitapyurdu']","['₺51,00', '₺31,32']",['Kadın'],['% 67.5'],"['Yazar: \nAlbert Camus', 'Çevirmen: \nSamih Tiryakioğlu', 'Tasarımcı: \nUtku Lomlu']"
22,['Amok Koşucusu'],['Stefan Zweig'],"['7.8/10', '113bin', '20,2bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Novella']","['Tahmini Okuma Süresi: 1 sa. 42 dk.', 'Sayfa Sayısı: 60', 'Basım Tarihi: Aralık 2021', 'İlk Yayın Tarihi: 1922', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Der Amokläufer']","['Bkmkitap', 'Kitapyurdu']","['₺22,10', '₺21,70']",['Kadın'],['% 72.5'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nNafer Ermiş']"
23,['Kardeşimin Hikayesi'],['Zülfü Livaneli'],"['8.7/10', '107bin', '24,4bin']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 9 sa. 21 dk.', 'Sayfa Sayısı: 330', 'Basım Tarihi: Nisan 2019', 'İlk Yayın Tarihi: 2013', 'Yayınevi: Doğan Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺33,17', '₺20,80']",['Kadın'],['% 81.1'],['Yazar: \nZülfü Livaneli']
24,['Körlük'],['José Saramago'],"['8.4/10', '106bin', '25,6bin']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 9 sa. 23 dk.', 'Sayfa Sayısı: 331', 'Basım Tarihi: Ocak 2022', 'İlk Yayın Tarihi: 1995', 'Yayınevi: Kırmızı Kedi', 'Orijinal Adı: Ensaio Sobre a Cegueira']","['Bkmkitap', 'Kitapyurdu']","['₺120,00', '₺78,75']",['Kadın'],['% 73.8'],"['Yazar: \nJosé Saramago', 'Çevirmen: \nIşık Ergüden']"
25,['Korku'],['Stefan Zweig'],"['8.2/10', '105bin', '20,4bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 1 sa. 59 dk.', 'Sayfa Sayısı: 70', 'Basım Tarihi: Ocak 2022', 'İlk Yayın Tarihi: 1910', 'Yayınevi: Türkiye İş Bankası Yayınları', 'Orijinal Adı: Almanca: Angst']","['Bkmkitap', 'Kitapyurdu']","['₺16,90', '₺20,15']",['Kadın'],['% 78.5'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nİlknur İgan', 'Editör: \nGamze Varım']"
26,['Dokuzuncu Hariciye Koğuşu'],['Peyami Safa'],"['8.2/10', '104bin', '17,9bin']","['Roman', ',', 'Edebiyat', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Nisan 2022', 'Yayınevi: Ötüken Neşriyat']","['Bkmkitap', 'Kitapyurdu']","['₺21,00', '₺25,98']",['Kadın'],['% 75.6'],['Yazar: \nPeyami Safa']
27,['Çalıkuşu'],['Reşat Nuri Güntekin'],"['9/10', '103bin', '22,3bin']","['Aşk', ',', 'Edebiyat', ',', 'Roman', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 15 sa. 25 dk.', 'Sayfa Sayısı: 544', 'Basım Tarihi: 22 Şubat 2019', 'İlk Yayın Tarihi: 1957', 'Yayınevi: İnkılâp Kitabevi']",['Bkmkitap'],"['₺284,40']",['Kadın'],['% 81.3'],"['Yazar: \nReşat Nuri Güntekin', 'Tasarımcı: \nSayat Ayık']"
28,['Bin Muhteşem Güneş'],['Khaled Hosseini'],"['9.1/10', '102bin', '24,7bin']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 12 sa. 11 dk.', 'Sayfa Sayısı: 430', 'Basım Tarihi: Aralık 2020', 'İlk Yayın Tarihi: Mayıs 2007', 'Yayınevi: Everest Yayınları', 'Orijinal Adı: A Thousand Splendid Suns']","['Bkmkitap', 'Kitapyurdu']","['₺178,75', '₺173,25']",['Kadın'],['% 83.4'],"['Yazar: \nKhaled Hosseini', 'Çevirmen: \nPüren Özgören']"
29,['Beyaz Zambaklar Ülkesi'],['Grigory Petrov'],"['8.6/10', '101bin', '22,8bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Siyaset-Politika', ',', 'Tarih', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 54 dk.', 'Sayfa Sayısı: 208', 'Basım Tarihi: Ekim 2017', 'İlk Yayın Tarihi: 1923', 'Yayınevi: Ayrıntı Yayınları', 'Orijinal Adı: Финляндия, страна белых лилий']","['Bkmkitap', 'Kitapyurdu']","['₺75,00', '₺8,13']",['Kadın'],['% 63.0'],"['Yazar: \nGrigory Petrov', 'Çevirmen: \nSabri Gürses']"
30,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
31,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
32,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
33,['Huzursuzluk'],['Zülfü Livaneli'],"['8.3/10', '101bin', '21,1bin']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: Ocak 2017', 'Yayınevi: Doğan Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺16,77', '₺15,00']",['Kadın'],['% 70.6'],['Yazar: \nZülfü Livaneli']
34,['Martin Eden'],['Jack London'],"['9.1/10', '95bin', '26,9bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 14 sa. 39 dk.', 'Sayfa Sayısı: 517', 'Basım Tarihi: 18 Ağustos 2023', 'İlk Yayın Tarihi: 1908', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Martin Eden']","['Bkmkitap', 'Kitapyurdu']","['₺65,00', '₺69,75']",['Kadın'],['% 73.6'],"['Yazar: \nJack London', 'Çevirmen: \nLevent Cinemre']"
35,['Otomatik Portakal'],['Anthony Burgess'],"['7.8/10', '94,1bin', '18,3bin']","['Bilim-Kurgu', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 4 sa. 52 dk.', 'Sayfa Sayısı: 172', 'Basım Tarihi: 24 Nisan 2009', 'İlk Yayın Tarihi: 1962', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: A Clockwork Orange']","['Bkmkitap', 'Kitapyurdu']","['₺37,70', '₺28,43']",['Kadın'],['% 71.0'],"['Yazar: \nAnthony Burgess', 'Çevirmen: \nDost Körpe']"
36,['Fahrenheit 451'],['Ray Bradbury'],"['7.8/10', '91,1bin', '20,2bin']","['Roman', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 5 sa. 43 dk.', 'Sayfa Sayısı: 202', 'Basım Tarihi: Ekim 2022', 'İlk Yayın Tarihi: Ekim 1953', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: Fahrenheit 451']","['Bkmkitap', 'Kitapyurdu']","['₺108,00', '₺108,20']",['Kadın'],['% 67.4'],"['Yazar: \nRay Bradbury', 'Çevirmen: \nDost Körpe']"
37,['Sefiller (2 Cilt Takım)'],['Victor Hugo'],"['9.3/10', '89,1bin', '21,6bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 48 sa. 51 dk.', 'Sayfa Sayısı: 1724', 'Basım Tarihi: Ocak 2024', 'İlk Yayın Tarihi: 1862', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Les Miserables']","['Bkmkitap', 'Kitapyurdu']","['₺195,00', '₺186,00']",['Kadın'],['% 64.3'],"['Yazar: \nVictor Hugo', 'Çevirmen: \nVolkan Yalçıntoklu']"
38,['Olasılıksız'],['Adam Fawer'],"['8.6/10', '87,2bin', '20,5bin']","['Roman', ',', 'Bilim-Kurgu', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 13 sa. 60 dk.', 'Sayfa Sayısı: 494', 'Basım Tarihi: Ekim 2023', 'İlk Yayın Tarihi: Şubat 2005', 'Yayınevi: April Yayıncılık', 'Orijinal Adı: Improbable']","['Bkmkitap', 'Kitapyurdu']","['₺224,25', '₺103,56']",['Kadın'],['% 63.6'],"['Yazar: \nAdam Fawer', 'Çevirmen: \nAyşe Şirin Okyayuz']"
39,['Sineklerin Tanrısı'],['William Golding'],"['7.7/10', '82,1bin', '16,5bin']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 7 sa. 24 dk.', 'Sayfa Sayısı: 261', 'Basım Tarihi: Mayıs 2020', 'İlk Yayın Tarihi: 1954', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Lord of the Flies']","['Bkmkitap', 'Kitapyurdu']","['₺57,20', '₺43,90']",['Kadın'],['% 69.5'],"['Yazar: \nWilliam Golding', 'Çevirmen: \nMina Urgan', 'Editör: \nRuken Kızıler']"
40,['Sol Ayağım'],['Christy Brown'],"['8.4/10', '80,1bin', '14,9bin']","['Biyografi', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 5 sa. 26 dk.', 'Sayfa Sayısı: 192', 'Basım Tarihi: Ağustos 2017', 'İlk Yayın Tarihi: 1954', 'Yayınevi: Nemesis Kitap', 'Orijinal Adı: My Left Foot']","['Bkmkitap', 'Kitapyurdu']","['₺119,40', '₺42,12']",['Kadın'],['% 80.3'],"['Yazar: \nChristy Brown', 'Çevirmen: \nFiliz Kahraman']"
41,['Veronika Ölmek İstiyor'],['Paulo Coelho'],"['8.1/10', '80bin', '16,9bin']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 7 dk.', 'Sayfa Sayısı: 216', 'Basım Tarihi: Kasım 2020', 'İlk Yayın Tarihi: 1998', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Veronika decide morir (On the Seventh Day #2)']","['Bkmkitap', 'Kitapyurdu']","['₺126,75', '₺89,78']",['Kadın'],['% 85.3'],"['Yazar: \nPaulo Coelho', 'Çevirmen: \nHaldun Pamir']"
42,['Kırmızı Pazartesi'],['Gabriel Garcia Marquez'],"['7.4/10', '79,4bin', '14,3bin']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Haziran 2021', 'İlk Yayın Tarihi: 7 Ekim 1984', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Cronica de Una Muerte Anunciada']","['Bkmkitap', 'Kitapyurdu']","['₺97,50', '₺71,90']",['Kadın'],['% 74.2'],"['Yazar: \nGabriel Garcia Marquez', 'Çevirmen: \nİnci Kut']"
43,['Bir Çöküşün Öyküsü'],['Stefan Zweig'],"['7.5/10', '78,8bin', '12,2bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 1 sa. 22 dk.', 'Sayfa Sayısı: 48', 'Basım Tarihi: Eylül 2021', 'İlk Yayın Tarihi: 1910', 'Yayınevi: İş Bankası Kültür Yayınları', 'Orijinal Adı: Geschicte Eines Untergangs']","['Bkmkitap', 'Kitapyurdu']","['₺20,80', '₺20,15']",['Kadın'],['% 81.1'],"['Yazar: \nStefan Zweig', 'Çevirmen: \nRegaip Minareci', 'Editör: \nGamze Varım']"
44,['Beyaz Diş'],['Jack London'],"['8.5/10', '78,3bin', '14,9bin']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 7 sa. 19 dk.', 'Sayfa Sayısı: 258', 'Basım Tarihi: 12 Temmuz 2020', 'İlk Yayın Tarihi: 1906', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: White Fang']","['Bkmkitap', 'Kitapyurdu']","['₺37,70', '₺40,30']",['Kadın'],['% 64.3'],"['Yazar: \nJack London', 'Çevirmen: \nLevent Cinemre', 'Editör: \nMüge Karalom', 'Editör: \nRuken Kızıler']"
45,['Gurur ve Önyargı'],['Jane Austen'],"['8.3/10', '78,1bin', '18,9bin']","['Roman', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 11 sa. 10 dk.', 'Sayfa Sayısı: 394', 'Basım Tarihi: Mart 2023', 'İlk Yayın Tarihi: 1813', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Pride and Prejudice']","['Bkmkitap', 'Kitapyurdu']","['₺68,25', '₺58,90']",['Kadın'],['% 87.4'],"['Yazar: \nJane Austen', 'Çevirmen: \nHamdi Koç']"
46,['Beyaz Geceler'],['Fyodor Dostoyevski'],"['7.9/10', '76,8bin', '14,6bin']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Novella']","['Tahmini Okuma Süresi: 6 sa. 11 dk.', 'Sayfa Sayısı: 218', 'Basım Tarihi: Eylül 2020', 'İlk Yayın Tarihi: 1848', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: Rusça: Бе́лые но́чи [Belye Nochi]']","['Bkmkitap', 'Kitapyurdu']","['₺31,20', '₺32,55']",['Kadın'],['% 71.4'],"['Yazar: \nFyodor Dostoyevski', 'Çevirmen: \nBarış Zeren']"
