,Kitap Adı,Yazar,Puan,Türler,Datamix,Satici,Fiyat,MaxOkurCinsiyet,MaxOkurYüzde,Çevirmen
1378,['Karanlıktan Sonra'],['Haruki Murakami'],"['7.5/10', '4.311', '820']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 5 sa. 6 dk.', 'Sayfa Sayısı: 180', 'Basım Tarihi: Mayıs 2017', 'İlk Yayın Tarihi: 2004', 'Yayınevi: Doğan Kitap', 'Orijinal Adı: アフターダーク [Afutā dāku]']","['Bkmkitap', 'Kitapyurdu']","['₺113,10', '₺95,92']",['Kadın'],['% 74.0'],"['Yazar: \nHaruki Murakami', 'Çevirmen: \nAli Volkan Erdemir']"
1379,['Hayat'],['Engin Geçtan'],"['8.5/10', '4.309', '1.048']","['Psikoloji', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 5 sa. 8 dk.', 'Sayfa Sayısı: 181', 'Basım Tarihi: 2023', 'İlk Yayın Tarihi: Ocak 2012', 'Yayınevi: Metis Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺131,20', '₺119,96']",['Kadın'],['% 68.2'],['Yazar: \nEngin Geçtan']
1380,['Pinhan'],['Elif Şafak'],"['7.1/10', '4.304', '53']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 6 sa. 29 dk.', 'Sayfa Sayısı: 229', 'Basım Tarihi: Mayıs 2018', 'İlk Yayın Tarihi: 1997', 'Yayınevi: Doğan Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺163,80', '₺138,92']",['Kadın'],['% 68.8'],['Yazar: \nElif Şafak']
1381,['Kuş Uçar Kanat Ağlar'],['Şükrü Erbaş'],"['8.7/10', '4.298', '1.088']","['Edebiyat', ',', 'Şiir']","['Tahmini Okuma Süresi: 2 sa. 43 dk.', 'Sayfa Sayısı: 96', 'Basım Tarihi: Mayıs 2019', 'Yayınevi: Kırmızı Kedi Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺70,00', '₺69,20']",['Kadın'],['% 77.3'],['Yazar: \nŞükrü Erbaş']
1382,['Siyah Kuğu 1'],['Beyza Aksoy'],"['8.2/10', '4.297', '1.152']","['Roman', ',', 'Fantastik', ',', 'Aşk', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 16 sa. 0 dk.', 'Sayfa Sayısı: 565', 'Basım Tarihi: Mart 2021', 'İlk Yayın Tarihi: Şubat 2017', 'Yayınevi: Epsilon Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺207,00', '₺245,81']",['Kadın'],['% 97.9'],['Yazar: \nBeyza Aksoy']
1383,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1384,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1385,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1386,['Hayat Güzeldir'],['Mustafa Kutlu'],"['8.2/10', '4.288', '801']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 4 sa. 58 dk.', 'Sayfa Sayısı: 175', 'Basım Tarihi: Haziran 2011', 'Yayınevi: Dergah Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺120,00', '₺87,75']",['Kadın'],['% 73.0'],['Yazar: \nMustafa Kutlu']
1387,['Mavi Gece'],['K. Kübra Berk'],"['7.9/10', '4.286', '1.080']","['Aşk', ',', 'Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 11 sa. 20 dk.', 'Sayfa Sayısı: 400', 'Basım Tarihi: Kasım 2019', 'Yayınevi: Ephesus Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺173,40', '₺198,69']",['Kadın'],['% 97.5'],['Yazar: \nK. Kübra Berk']
1388,['Beklenmeyen Misafir'],['Agatha Christie'],"['8.4/10', '4.286', '815']","['Roman', ',', 'Polisiye', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 49 dk.', 'Sayfa Sayısı: 170', 'Basım Tarihi: 24 Eylül 2019', 'İlk Yayın Tarihi: Mart 2016', 'Yayınevi: Altın Kitaplar', 'Orijinal Adı: The Unexpected Guest']","['Bkmkitap', 'Kitapyurdu']","['₺42,75', '₺98,92']",['Kadın'],['% 73.2'],"['Yazar: \nAgatha Christie', 'Çevirmen: \nMeltem Süngür']"
1389,['Düğümlere Üfleyen Kadınlar'],['Ece Temelkuran'],"['7.8/10', '4.284', '948']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 14 sa. 30 dk.', 'Sayfa Sayısı: 512', 'Basım Tarihi: Ekim 2016', 'İlk Yayın Tarihi: 25 Ocak 2016', 'Yayınevi: Can Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺126,75', '₺39,60']",['Kadın'],['% 87.5'],['Yazar: \nEce Temelkuran']
1390,"[""Kur'an, İncil ve Tevrat'ın Sumer'deki Kökeni""]",['Muazzez İlmiye Çığ'],"['8.3/10', '4.284', '1.108']","['Araştırma-İnceleme', ',', 'Diğer İnançlar', ',', 'Din (İslam)', ',', 'Tarih']","['Tahmini Okuma Süresi: 3 sa. 17 dk.', 'Sayfa Sayısı: 116', 'Basım Tarihi: Şubat 2006', 'Yayınevi: Kaynak Yayınları']",['Bkmkitap'],"['₺60,30']",['Erkek'],['% 57.1'],['Yazar: \nMuazzez İlmiye Çığ']
1391,"[""Yaşlı Rind'in Ölümü""]",['Mehmed Uzun'],"['8.8/10', '4.284', '922']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 38 dk.', 'Sayfa Sayısı: 128', 'Basım Tarihi: Ekim 2017', 'İlk Yayın Tarihi: Haziran 2004', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: Mirina Kalekî Rind']","['Bkmkitap', 'Kitapyurdu']","['₺75,00', '₺10,75']",['Erkek'],['% 50.8'],['Yazar: \nMehmed Uzun']
1392,"[""Adem'le Havva'nın Güncesi ve Seçme Öyküler""]",['Mark Twain'],"['7.6/10', '4.285', '811']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 18 dk.', 'Sayfa Sayısı: 152', 'Basım Tarihi: Ekim 2022', 'İlk Yayın Tarihi: 1906', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: Adam’s Diary and other stories']","['Bkmkitap', 'Kitapyurdu']","['₺58,50', '₺61,88']",['Kadın'],['% 70.5'],"['Yazar: \nMark Twain', 'Çevirmen: \nAkşit Göktürk']"
1393,['Peri Gazozu'],['Ercan Kesal'],"['8.5/10', '4.284', '1.126']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 5 sa. 37 dk.', 'Sayfa Sayısı: 198', 'Basım Tarihi: Mart 2019', 'Yayınevi: İletişim Yayınevi']","['Bkmkitap', 'Kitapyurdu']","['₺127,20', '₺115,95']",['Kadın'],['% 67.3'],['Yazar: \nErcan Kesal']
1394,['Sarıyaz'],['Mahir Ünsal Eriş'],"['8.3/10', '4.281', '1.035']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 3 sa. 51 dk.', 'Sayfa Sayısı: 136', 'Basım Tarihi: 2 Nisan 2019', 'Yayınevi: Can Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺66,00', '₺74,45']",['Kadın'],['% 79.5'],['Yazar: \nMahir Ünsal Eriş']
1395,['Robin Hood'],['Howard Pyle'],"['8.1/10', '4.276', '614']","['Roman', ',', 'Dünya Klasikleri', ',', 'Çocuk', ',', 'Tarih', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 8 sa. 37 dk.', 'Sayfa Sayısı: 304', 'Basım Tarihi: Nisan 2016', 'İlk Yayın Tarihi: 1883', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları', 'Orijinal Adı: The Merry Adventures of Robin Hood']","['Bkmkitap', 'Kitapyurdu']","['₺2,10', '₺18,60']",['Kadın'],['% 56.6'],"['Yazar: \nHoward Pyle', 'Çevirmen: \nÇiçek Eriş']"
1396,['Yalın Tutku'],['Annie Ernaux'],"['7.2/10', '4.277', '590']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 1 sa. 35 dk.', 'Sayfa Sayısı: 56', 'Basım Tarihi: Ocak 2022', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Passion Simple']","['Bkmkitap', 'Kitapyurdu']","['₺74,75', '₺53,00']",['Kadın'],['% 81.1'],"['Yazar: \nAnnie Ernaux', 'Çevirmen: \nYaşar Avunç']"
1397,"['Biri, Hiçbiri, Binlercesi']",['Luigi Pirandello'],"['8.1/10', '4.273', '1.070']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 7 sa. 15 dk.', 'Sayfa Sayısı: 256', 'Basım Tarihi: Haziran 2018', 'İlk Yayın Tarihi: 1925', 'Yayınevi: Aylak Adam Yayınları', 'Orijinal Adı: Uno, Nessuno e Centomila']","['Bkmkitap', 'Kitapyurdu']","['₺67,00', '₺54,24']",['Kadın'],['% 70.5'],"['Yazar: \nLuigi Pirandello', 'Çevirmen: \nNazlı Birgen', 'Çevirmen: \nBirgül Göker Perdisa']"
1398,['Şahika & Feraye'],['Sinan Akyüz'],"['8.3/10', '4.253', '849']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 15 sa. 11 dk.', 'Sayfa Sayısı: 536', 'Basım Tarihi: Mart 2013', 'Yayınevi: Alfa Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺172,25', '₺206,70']",['Kadın'],['% 92.7'],['Yazar: \nSinan Akyüz']
1399,['Aysel'],['Halit Ertuğrul'],"['8.5/10', '4.251', '680']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 4 sa. 52 dk.', 'Sayfa Sayısı: 172', 'Basım Tarihi: Nisan 2012', 'İlk Yayın Tarihi: 2007', 'Yayınevi: Nesil Yayınları']",[],[],['Kadın'],['% 81.5'],"['Yazar: \nHalit Ertuğrul', 'Editör: \nNesrin Çaylı', 'Tasarımcı: \nMesut Sarı']"
1400,['Sisler Bulvarı'],['Attila İlhan'],"['8.1/10', '4.240', '745']","['Edebiyat', ',', 'Şiir']","['Tahmini Okuma Süresi: 4 sa. 52 dk.', 'Sayfa Sayısı: 172', 'Basım Tarihi: Kasım 2019', 'İlk Yayın Tarihi: 1954', 'Yayınevi: İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺94,90', '₺62,00']",['Kadın'],['% 58.1'],['Yazar: \nAttila İlhan']
1401,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1402,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1403,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1404,['Kağnı'],['Sabahattin Ali'],"['8/10', '4.235', '703']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 3 sa. 39 dk.', 'Sayfa Sayısı: 129', 'Basım Tarihi: 2019', 'İlk Yayın Tarihi: 1936', 'Yayınevi: Ren Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺24,30', '₺23,25']",['Kadın'],['% 60.0'],['Yazar: \nSabahattin Ali']
1405,['Mutsuzluk Zamanlarında Mutluluk'],['Wilhelm Genazino'],"['7.6/10', '4.236', '904']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: 25 Ağustos 2020', 'Yayınevi: Ayrıntı Yayınları', 'Orijinal Adı: Das Glück in glückfernen Zeiten']","['Bkmkitap', 'Kitapyurdu']","['₺90,00', '₺86,60']",['Kadın'],['% 77.9'],"['Yazar: \nWilhelm Genazino', 'Çevirmen: \nZehra Yılmazer']"
1406,['Kötü Çocuk'],['Büşra Küçük'],"['5.4/10', '4.233', '961']","['Roman', ',', 'Aşk', ',', 'Edebiyat', ',', 'Gençlik']","['Tahmini Okuma Süresi: 14 sa. 29 dk.', 'Sayfa Sayısı: 511', 'Basım Tarihi: Mart 2021', 'Yayınevi: Ephesus Yayınları', 'Orijinal Adı: Kötü Çocuk']","['Bkmkitap', 'Kitapyurdu']","['₺167,40', '₺199,49']",['Kadın'],['% 94.0'],['Yazar: \nBüşra Küçük']
1407,['Sevgi Neredeyse Tanrı Oradadır'],['Lev Tolstoy'],"['8.1/10', '4.233', '774']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: Şubat 2015', 'Yayınevi: Antik Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺51,10', '₺48,13']",['Kadın'],['% 65.0'],"['Yazar: \nLev Tolstoy', 'Çevirmen: \nKemale İmanova']"
1408,['Menekşeli Mektup'],['Mustafa Kutlu'],"['8.3/10', '4.217', '828']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 4 sa. 32 dk.', 'Sayfa Sayısı: 160', 'Basım Tarihi: 2012', 'İlk Yayın Tarihi: 2 Mart 2007', 'Yayınevi: Dergâh Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺97,50', '₺84,50']",['Kadın'],['% 80.2'],['Yazar: \nMustafa Kutlu']
1409,['Şahane Hatalar 1'],['Heather Mcelhatton'],"['5.5/10', '4.216', '1']","['İnsan ve Toplum', ',', 'Kişisel Gelişim']","['Tahmini Okuma Süresi: 18 sa. 8 dk.', 'Sayfa Sayısı: 640', 'Basım Tarihi: 2011', 'Yayınevi: April Yayıncılık']","['Bkmkitap', 'Kitapyurdu']","['₺48,00', '₺217,88']",['Kadın'],['% 83.6'],"['Yazar: \nHeather Mcelhatton', 'Çevirmen: \nDilek Berilgen Cenkciler']"
1410,['Uyuyan Adam'],['Georges Perec'],"['8.2/10', '4.216', '1.134']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 10 dk.', 'Sayfa Sayısı: 112', 'Basım Tarihi: Mart 2020', 'İlk Yayın Tarihi: Şubat 2013', 'Yayınevi: Metis Yayınları', 'Orijinal Adı: Fransızca: Un Homme Qui Dort']","['Bkmkitap', 'Kitapyurdu']","['₺88,00', '₺79,35']",['Kadın'],['% 59.1'],"['Yazar: \nGeorges Perec', 'Çevirmen: \nSosi Dolanoğlu']"
1411,['Dracula'],['Bram Stoker'],"['8/10', '4.216', '997']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Korku-Gerilim', ',', 'Roman']","['Tahmini Okuma Süresi: 14 sa. 44 dk.', 'Sayfa Sayısı: 520', 'Basım Tarihi: Kasım 2019', 'İlk Yayın Tarihi: 1897', 'Yayınevi: Can Yayınları', 'Orijinal Adı: Dracula']","['Bkmkitap', 'Kitapyurdu']","['₺12,04', '₺16,97']",['Kadın'],['% 69.6'],"['Yazar: \nBram Stoker', 'Çevirmen: \nZeynep Bilge', 'Editör: \nSeçkin Selvi', 'Editör: \nAyça Sezen', 'Tasarımcı: \nUtku Lomlu']"
1412,['Dünya Ağrısı'],['Ayfer Tunç'],"['8.4/10', '4.213', '1.151']","['Roman', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 9 sa. 31 dk.', 'Sayfa Sayısı: 336', 'Basım Tarihi: Eylül 2021', 'İlk Yayın Tarihi: Ocak 2014', 'Yayınevi: Can Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺204,75', '₺158,15']",['Kadın'],['% 76.4'],['Yazar: \nAyfer Tunç']
1413,['Roger Ackroyd Cinayeti'],['Agatha Christie'],"['8.8/10', '4.210', '947']","['Edebiyat', ',', 'Polisiye', ',', 'Roman']","['Tahmini Okuma Süresi: 8 sa. 37 dk.', 'Sayfa Sayısı: 304', 'Basım Tarihi: Aralık 2019', 'Yayınevi: Altın Kitaplar', 'Orijinal Adı: The Murder of Roger Ackroyd']","['Bkmkitap', 'Kitapyurdu']","['₺202,51', '₺170,95']",['Kadın'],['% 68.4'],"['Yazar: \nAgatha Christie', 'Çevirmen: \nÇiğdem Öztekin']"
1414,['Kalbimin Can Mayası'],['İclal Aydın'],"['8.8/10', '4.207', '1.180']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 12 sa. 28 dk.', 'Sayfa Sayısı: 440', 'Basım Tarihi: Ekim 2019', 'Yayınevi: Artemis Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺159,25', '₺154,35']",['Kadın'],['% 94.3'],"['Yazar: \nİclal Aydın', 'Editör: \nElif Nihan Akbaş']"
1415,['Dul'],['Jean-Louis Fournier'],"['8.6/10', '4.205', '1.052']","['Anı-Mektup-Günlük', ',', 'Anlatı', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 3 sa. 17 dk.', 'Sayfa Sayısı: 116', 'Basım Tarihi: Mart 2013', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: Veuf']","['Bkmkitap', 'Kitapyurdu']","['₺65,00', '₺60,50']",['Kadın'],['% 83.5'],"['Yazar: \nJean-Louis Fournier', 'Çevirmen: \nCan Belge']"
1416,['Yokuşa Akan Sular'],['Mustafa Kutlu'],"['7.1/10', '4.199', '633']","['Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 2 sa. 28 dk.', 'Sayfa Sayısı: 87', 'Basım Tarihi: 1998', 'Yayınevi: Dergâh Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺75,00', '₺65,00']",['Kadın'],['% 71.2'],['Yazar: \nMustafa Kutlu']
1417,['Hayat Devam Ediyor'],['İpek Ongun'],"['8.4/10', '4.192', '455']","['Edebiyat', ',', 'Gençlik', ',', 'Roman']","['Tahmini Okuma Süresi: 10 sa. 39 dk.', 'Sayfa Sayısı: 376', 'Basım Tarihi: Kasım 2012', 'İlk Yayın Tarihi: Ocak 2007', 'Yayınevi: Artemis Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺159,25', '₺154,35']",['Kadın'],['% 97.6'],['Yazar: \nİpek Ongun']
1418,['Ey Oğul'],['İmam Gazali'],"['9.5/10', '4.189', '1.214']","['Din (İslam)', ',', 'Tasavvuf-Mezhepler-Tarikatlar']","['Tahmini Okuma Süresi: 3 sa. 5 dk.', 'Sayfa Sayısı: 109', 'Basım Tarihi: 1 Temmuz 2018', 'İlk Yayın Tarihi: 1950', 'Yayınevi: Beyan Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺91,00', '₺89,38']",['Kadın'],['% 56.4'],"['Yazar: \nİmam Gazali', 'Çevirmen: \nİbrahim Barca']"
1419,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1420,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1421,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1422,['Mutlu Olma Sanatı'],['Bertrand Russell'],"['7.8/10', '4.185', '1.007']","['Felsefe-Düşünce', ',', 'İnsan ve Toplum', ',', 'Kişisel Gelişim']","['Tahmini Okuma Süresi: 5 sa. 26 dk.', 'Sayfa Sayısı: 192', 'Basım Tarihi: Haziran 2013', 'İlk Yayın Tarihi: 1930', 'Yayınevi: Say Yayınları', 'Orijinal Adı: The Conquest Of Happiness']","['Bkmkitap', 'Kitapyurdu']","['₺122,50', '₺110,25']",['Kadın'],['% 59.0'],"['Yazar: \nBertrand Russell', 'Çevirmen: \nYunus Sağlamtürk']"
1423,"[""Noel'de Cinayet""]",['Agatha Christie'],"['8.5/10', '4.182', '872']","['Roman', ',', 'Dünya Klasikleri', ',', 'Polisiye', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 4 sa. 59 dk.', 'Sayfa Sayısı: 176', 'Basım Tarihi: 17 Temmuz 2018', 'İlk Yayın Tarihi: 1991', 'Yayınevi: Altın Kitaplar', 'Orijinal Adı: Hercule Poirot`s Christmas']","['Bkmkitap', 'Kitapyurdu']","['₺55,50', '₺101,09']",['Kadın'],['% 78.3'],"['Yazar: \nAgatha Christie', 'Çevirmen: \nGönül Suveren']"
1424,['Gecenin Sonuna Yolculuk'],['Louis Ferdinand Celine'],"['8.6/10', '4.182', '1.491']","['Roman', ',', 'Edebiyat', ',', 'Yeraltı Edebiyatı']","['Tahmini Okuma Süresi: 15 sa. 8 dk.', 'Sayfa Sayısı: 534', 'Basım Tarihi: Şubat 2022', 'İlk Yayın Tarihi: 1932', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: Voyage au bout de la nuit']","['Bkmkitap', 'Kitapyurdu']","['₺208,00', '₺205,14']",['Erkek'],['% 50.4'],"['Yazar: \nLouis Ferdinand Celine', 'Çevirmen: \nYiğit Bener']"
1425,['İlber Ortaylı Seyahatnamesi'],['İlber Ortaylı'],"['8/10', '4.180', '998']","['Anı-Mektup-Günlük', ',', 'Gezi', ',', 'Tarih']","['Tahmini Okuma Süresi: 8 sa. 10 dk.', 'Sayfa Sayısı: 288', 'Basım Tarihi: 20 Mart 2018', 'İlk Yayın Tarihi: 2016', 'Yayınevi: Kronik Kitap']","['Bkmkitap', 'Kitapyurdu']","['₺126,75', '₺112,61']",['Erkek'],['% 60.9'],['Yazar: \nİlber Ortaylı']
1426,['Işık Bahçeleri'],['Amin Maalouf'],"['8.1/10', '4.173', '41']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 45 dk.', 'Sayfa Sayısı: 238', 'Basım Tarihi: Ocak 2020', 'Yayınevi: Yapı Kredi Yayınları', 'Orijinal Adı: Les Jardins De Lumiere']","['Bkmkitap', 'Kitapyurdu']","['₺130,00', '₺120,20']",['Kadın'],['% 63.6'],"['Yazar: \nAmin Maalouf', 'Çevirmen: \nEsin Talu Çelikkan']"
1427,['Kılıçların Fırtınası - Kısım 1'],['George R. R. Martin'],"['9.1/10', '4.169', '915']","['Roman', ',', 'Fantastik', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 17 sa. 36 dk.', 'Sayfa Sayısı: 621', 'Basım Tarihi: Şubat 2016', 'İlk Yayın Tarihi: 7 Nisan 2001', 'Yayınevi: Epsilon Yayınları', 'Orijinal Adı: A Storm of Swords (A Song of Ice and Fire (1-in-2) #5)']","['Bkmkitap', 'Kitapyurdu']","['₺267,00', '₺281,44']",['Erkek'],['% 57.1'],"['Yazar: \nGeorge R. R. Martin', 'Çevirmen: \nSibel Alaş']"
1428,['Sen'],['Mehmed Uzun'],"['9/10', '4.164', '947']","['Edebiyat', ',', 'Roman']","['Tahmini Okuma Süresi: 6 sa. 6 dk.', 'Sayfa Sayısı: 215', 'Basım Tarihi: Nisan 2011', 'Yayınevi: İthaki Yayınları', 'Orijinal Adı: Tu']","['Bkmkitap', 'Kitapyurdu']","['₺14,30', '₺109,73']",['Kadın'],['% 51.6'],"['Yazar: \nMehmed Uzun', 'Çevirmen: \nSelîm Temo']"
1429,['Yufka Yürek'],['Fyodor Dostoyevski'],"['7.8/10', '4.164', '673']","['Dünya Klasikleri', ',', 'Edebiyat', ',', 'Hikaye (Öykü)']","['Tahmini Okuma Süresi: 8 sa. 50 dk.', 'Sayfa Sayısı: 312', 'Basım Tarihi: Eylül 2011', 'Yayınevi: Can Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺22,50', '₺69,06']",['Kadın'],['% 51.6'],"['Yazar: \nFyodor Dostoyevski', 'Çevirmen: \nSabri Gürses']"
1430,['Deniz Duası'],['Khaled Hosseini'],"['7.7/10', '4.161', '838']","['Edebiyat', ',', 'Hikaye (Öykü)', ',', 'Tarih']","['Tahmini Okuma Süresi: 1 sa. 22 dk.', 'Sayfa Sayısı: 48', 'Basım Tarihi: 15 Ekim 2018', 'İlk Yayın Tarihi: 2018', 'Yayınevi: Everest Yayınları', 'Orijinal Adı: Sea Prayer']","['Bkmkitap', 'Kitapyurdu']","['₺81,25', '₺78,75']",['Kadın'],['% 75.2'],"['Yazar: \nKhaled Hosseini', 'Çevirmen: \nCem Alpan', 'Çizer: \nDan Williams', 'Tasarımcı: \nEmir Tali']"
1431,['Diyet'],['Ömer Seyfettin'],"['8.3/10', '4.160', '458']","['Hikaye (Öykü)', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 16 dk.', 'Sayfa Sayısı: 80', 'Basım Tarihi: Ağustos 2003', 'İlk Yayın Tarihi: Ocak 1918', 'Yayınevi: Timaş Çocuk']","['Bkmkitap', 'Kitapyurdu']","['₺31,50', '₺32,18']",['Kadın'],['% 58.0'],['Yazar: \nÖmer Seyfettin']
1432,['Deccal'],['Friedrich Nietzsche'],"['8.1/10', '4.153', '805']","['Felsefe-Düşünce', ',', 'İnsan ve Toplum']","['Tahmini Okuma Süresi: 3 sa. 38 dk.', 'Sayfa Sayısı: 128', 'Basım Tarihi: Ağustos 2016', 'Yayınevi: Tutku Yayınevi', 'Orijinal Adı: Der Antichrist: Fluch auf das Christentum']","['Bkmkitap', 'Kitapyurdu']","['₺25,35', '₺25,35']",['Erkek'],['% 58.6'],"['Yazar: \nFriedrich Nietzsche', 'Çevirmen: \nEnver Günsel']"
1433,['Şölen - Dostluk'],['Platon (Eflatun)'],"['8.3/10', '4.152', '857']",['Felsefe-Düşünce'],"['Tahmini Okuma Süresi: 3 sa. 24 dk.', 'Sayfa Sayısı: 120', 'Basım Tarihi: 1 Mart 2019', 'İlk Yayın Tarihi: 1993', 'Yayınevi: Türkiye İş Bankası Kültür Yayınları']","['Bkmkitap', 'Kitapyurdu']","['₺68,00', '₺71,50']",['Erkek'],['% 53.4'],"['Yazar: \nPlaton (Eflatun)', 'Çevirmen: \nAzra Erhat', 'Çevirmen: \nSabahattin Eyüboğlu']"
1434,['Buzullar Arasında Bir Kış'],['Jules Verne'],"['7.8/10', '4.145', '855']","['Hikaye (Öykü)', ',', 'Dünya Klasikleri', ',', 'Edebiyat']","['Tahmini Okuma Süresi: 2 sa. 43 dk.', 'Sayfa Sayısı: 96', 'Basım Tarihi: Mart 2020', 'İlk Yayın Tarihi: 1855', 'Yayınevi: İş Bankası Kültür Yayınları', 'Orijinal Adı: Un Hivernage Dans Les Glaces']","['Bkmkitap', 'Kitapyurdu']","['₺27,30', '₺29,45']",['Kadın'],['% 60.5'],"['Yazar: \nJules Verne', 'Çevirmen: \nAlev Özgüner']"
1435,['Bir Kadın Düşmanı'],['Reşat Nuri Güntekin'],"['8.6/10', '4.144', '942']","['Roman', ',', 'Edebiyat', ',', 'Türk Klasikleri']","['Tahmini Okuma Süresi: 5 sa. 54 dk.', 'Sayfa Sayısı: 208', 'Basım Tarihi: Nisan 2010', 'İlk Yayın Tarihi: 1927', 'Yayınevi: İnkılâp Kitabevi']",['Bkmkitap'],"['₺57,80']",['Kadın'],['% 76.9'],['Yazar: \nReşat Nuri Güntekin']
1436,['Yalnız Gezenin Düşleri'],['Jean-Jacques Rousseau'],"['8.1/10', '4.138', '966']","['Anı-Mektup-Günlük', ',', 'Dünya Klasikleri', ',', 'Edebiyat', ',', 'Felsefe-Düşünce', ',', 'Roman']","['Tahmini Okuma Süresi: 5 sa. 13 dk.', 'Sayfa Sayısı: 184', 'Basım Tarihi: 2004', 'İlk Yayın Tarihi: 1782', 'Yayınevi: Bordo Siyah Yayınları', 'Orijinal Adı: Les Reveries du Promeneur Solitaire']","['Bkmkitap', 'Kitapyurdu']","['₺13,65', '₺9,90']",['Kadın'],['% 53.3'],"['Yazar: \nJean-Jacques Rousseau', 'Çevirmen: \nEster Yanarocak']"
1437,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
1438,"['Kitap', 'Kitap bulunamadı']",[],[],[],[],[],[],[],[],[]
